content,score
"apa sih ini.. mau hapus data akun sulitnya minta ampun.. padahal gw mau ganti nomer gw yang abis dipake sama kakak gw.. mohon lah dimudahkan... gw sekarang dah punya ktp sendiri, mau daftarin data gw sendiri dan data kakak gw hapus aja.. dipersulit ama ni apk.. gj banget.. abis tu 404 page not found... padahal sinyal gw bagus buat Zenless Zone Zero, MLBB, Genshin, WuWa.. buat apk ginian ngelag? kelazz.. butuh berapa wifi buat lancar hapus data ini woi.. gw cuma pen hapus data doang susah amat..",1
tolong perbaiki masalah sistem pengirimannya sering bermasalah..!,4
"Jujur terbantu dengan adanya Fitur Dana Paylater, tapi masalah nya, limit 100 ribu rupiah tapi telat bayar 2 hari saja dari tempo pembayaran,dikejarnya seperti punya tunggakan berbulan-bulan,yang jumlahnya milyaran, sudah berbulan-bulan tidak ada tawaran kenaikan limit, bahkan awal dapat Paylater cuma 80 ribu, setalah 4 bukan baru naik 100 ribu, sekarang sudah hampir setahun tidak pernah ada tawaran kenaikan limit .",5
"dana sudah sangat tidak aman bnyak uang yg tiba-tiba hilang,,banyak maling nya,,hati"" menggunakan apk ini",1
sekarang saya kecewa semenjak dana cicil tidak bisa digunakan lagi. padahal saya hutang cicil selalu saya bayar walaupun telat. tp kenapa sekarang dana cicil tidak tersedia. saya kecewa. bikin males aja.,3
"aplikasi ini sangat membantu dalam transfer beda bank walau hanya di sediakan 10x gratisan transfer tetapi setidaknya top up nya sering gratis dibandingkan top up aplikasi lainnya..dan membantu pembayaran payment lain dgn admin lebih murah dibanding aplikasi lain..hnya saja penyimpanan saldo yang terlalu banyak dan lama bikin was was krn saldo saya pernah hilang secara tiba2 dan mayan banyk,skarang saya gak mau nyimpan saldo banyak"" krn keamanannya masih kurang..jadi mohon keamanannya",5
"penipuan uang saya selalu terpotong tanpa izin yang punya, buat apa pun? lebih baik pakai bank, sekali hilang ya maklum ini udh ke dua kalinya, gak ngerti ya kalau orang butuh uang buat makan gimana?",1
"seharusnya transaksi tidak bisa dilakukan jika tidak memasukkan pin dana,,,ini malah saldo hilang buat bayar transaksi pulsa,,, nomor jg ga dikenal,,, uang jg tidak bisa kembali/refund kecewa aku pak,sudah lama pakai dana sudah percaya malah seperti ini,saldo 400k bagi saya besar.",1
dikasih limit cicilan gabisa di pake transaksi hampir tiap hari tetep aja gabisa pake dana cicil,1
"Kenapa saya gagal masuk ke akun dana padahal sudah verifikasi wajah, tapi layar beranda tidak muncul. mohon diatasi masalahnya secepatnya. Dia stuck di menu masuk tanpa tampilan. sudah dihapus cachenya. verifikasi wajah juga muncul. stuck di bacaan masuk tanpa tampilan layar(layar kosong) sebelumnya hape saya kembali ke setelan pabrik dan download dana lagi. mohon dibalas",1
"kenapa sih kalau ada update selalu aja ada kendala, padahal saldo oke, jaringan oke, ada aja kendalanya. paling parah kalau lagi transaksi dan saldonya tidak masuk tetapi jumlah saldo malah berkurang, gedek banget lama-lama. gw bilang gini karena bukan sekali dua kali, untuk customer service juga lama. kalau update pasti aja bobrok",2
3 tahun pakai DANA limit kecil 200 ribu saja payah parah padahal sudah di pakai terus setiap hari...uninstall aja deh aplikasinya...bohong aja kalian bilang limit 20 juta..200 ribu 3 tahun woy,1
"sangat mudah, cepat dan biaya ongkirnya murah. membantu sekali.",5
"dua hari gabisa login, di bilang jaringan bermasalah, tapi giliran nyoba pake nomer baru bisa login. jaringan aman, kuota wifi lengkap aman lancar kenceng, jadi kenapa gabisa login di akun yang ada saldonya? gajelas sekali!",1
penarikan saldo dana bisnis yg di kirim dari Dompet selain Dana baru bisa di Tarik jam 17:00 di hari berikut ini sesuatu hal yg cukup menghambat dalm bisnis itu sendiri jadi untuk yg akan terima uang selain dari Dana atau penggunaan QRIS dari dana bisnis harus sedikit berfikir ulang jika uang tersebut berputar sangat kencang.. tks,5
"sementara aku beri bintang satu dulu, aku sudah pakai aplikasi dana cukup lama, dan sejauh itu tidak ada masalah. tapi tepat kemarin aku top up etol lewat dana, status transaksi berhasil, saldo dana sudah berkurang, tapi di kartu etol saya tidak nambah saldonya. sudah buat laporan, katanya 3-5 hari di info lagi, tapi sampai sekarang belum ada info sama sekali dari pihak dana, sudah buat laporan lewat email, tapi juga belum ada respon, dm akun sosmed juga gak ada respon. tolong segera di proses",1
"gabisa login hanya harga dikit nomer terlalu banyak padahal itu sudah benar dan sesuai dengan nomer saya, kalo digit saya kurangin itu bukan nomer saya lagi. gimana ini solusinya dulu gak gini padahal",1
makin kesini makin error. kalian yg buat status transaksi gagal. gitu di ulang transaksi yg sama ternyata yg sebelumnya berhasil. astaga udah gitu nyalahin konsumen yg keliru. kocak kali bah,1
saldo dana cicil saya tidak bisa di gunakan padahal sudah lunas semua dari 2 bulan kebelakang kok sampai sekarang saldo dana cicil saya tidak bisa di gunakan aneh,1
"aku ngirim dari dana ke gopay 19.000,kena ppn 99, trus pajak dasar 900 perak, total jadi 19.999,tapi yang nyampek kok cuma 18.000, ngk gejalas banget",1
"untuk tim developer,saya tadi transaksi 2x beli pulsa, satunya gagal trus, ke dua kalinya berhasil,tapi pulsa ny ga masuk, tpi notif dihp satunya gagal juga, ini uang ku udah kurang, tolong diperbaiki yaa!!",1
"aplikasi nya cukup bagus dan mudah untuk di gunakan, saya kasih bintang 4 karena akhir-akhir ini saya kurang puas dengan notifikasi nya, bunyinya berbeda dengan yang dulu, saya tidak tau apakah ini masalah dari hp saya atau dari aplikasi nya terimakasih",4
"Aplikasi bagus, hanya ketika saya beberapa kali menggunakan fitur dana cicil pertama aman saja bisa di gunakan, stelah sdh melunasi semua cicilan nya, giliran mau di pakai lagi sdh tidak bisa, minta bantuan ke Admin DIANA jawab nya Admin muter terus itu doang pertanyaan nya,transaksi dana cicil skarang kelihatan limit nya masih ada coba pas mau di gunakan, tertulis di situ tdk ada saldo,atw saldo anda tidak mencukupi padahal limitnya gak kurang sama sekali, tolong lah di perbaiki kembali fiturny",5
kenapa untuk login susah sekali ditambah kalo sudah masuk mau transaksi malah logout Dengan sendirinya padahal sudah update terbaru apk nya.. tolong segera ada perbaikan min.,3
"selama menggunakan aplikasi dana lancar tidak ada kendala. semalam Top up saldo shopeepay, transaksi berhasil tapi dana tidak masuk. sudah chat via aplikasi tapi belum merespon lebih lanjut. mohon segera pihak dana membantu. Terimakasih",3
"baik utk transferan dn utk saat in dlm sgala hal, tdk ad kesulitan ataupun gangguan, smoga ttap bagus aplikasinya.. tlong dong admin, bnerin aplikasi danax. gliran di update, pas mw transaksi, buka aplikasix eh malah tiba"" kluar sndri dri brandax.tlg dong di betulin lg🤦‍♀️🙏🙏",4
"Bagaimana sih ini?? Masak transaksi saya sedang dalam proses sudah dalam jangka waktu 16 jam lebih. Jika memang tidak bisa transaksi, batalkan dan kembalikan saldo nya. Baru ini saya betul² kecewa dibuat dana ini. Tunggu sudah bagus baru bintang 5",4
ini sudah 1 × 24 jam dan transaksi saya masih pending dari jam yang tentukan gimn sih telpn cs suruh tunggu2 dimana bentuk tanggung jawab dalam menangani problem nya sistem nya makin jelek itu nominal uang nya lumaya tapi gak ada perubahan sama sekalu masih pending hingga detik ini tolong dong jangan di suruh tunggu aja tapi gak ada perubahan transaksi nya saya,1
untuk DANA tolong dong sering2 di update aplikasinya atau sistemnya. ini jaringanku sudah stabil tapi Aplikasinya entah kenapa dibilang terus koneksi terputus. sementara ini aku kasih bintang 5 satu dua hari tidak diperbaiki ku kasih rating bintang 1 baru tau rasa,5
"buat apa dimunculkan fitur dana cicil di akun dana saya,ketika saya mau daftarkan,baru di langkah aktivasi aja langsung muncul tulisan dana cicil belum tersedia di akun mu,terus buat apa ada fitur dana cicil diakun saya klo memang tidak bisa digunakan.",1
"Gak ada bintang2an..jelek banget, saldo masih lebih dari cukup buat bayar pembelian, tapi malah error dan katanya transaksinya melebihi dari saldo, taik !!!",1
fitur nya lumayan bagus kecewa di dana cicil di lunasi sebelum jatuh tempo tapi gak bsa di gunakan lagi limitnya seharusnya bagus dong di lunasi sebelum jatuh tempo eh malah dana cicil tidak tersedia tidak bisa di gunakan padahal limit ada tolong dong jelasin knp bsa begitu ya udah mau sebulan masih blm bsa di gunakan,3
"Pengalaman saya menggunakan aplikasi DANA sangat bagus dan bermanfaat. Aplikasi ini memudahkan saya melakukan pembayaran, transfer uang, dan membeli berbagai kebutuhan digital dengan cepat. Prosesnya mudah, tampilannya juga sederhana sehingga nyaman digunakan.",5
"Aplikasi dana dan gopay tolong lh di kondisikan.. 1 akun harus satu KTP,smntara klu ada tf an,no hp tdk terdaftar di akun tetap bs masuk uang'a,mau di ambil ga bs,harus pake KTP/premium,smntara saya punya ktp cm 1. ini permaianan,licik apa gmn ya?? harus'a kn klu no hp tdk terdaftar di akun jgn di trima lh uang'a,ya di tolak lh.. buat ribet aja pn.😡😡😡",1
"sangat membantu,,, tetapi login disetiap login lewat perangkat lain susahnya minta ampun,,,, apalagi verifikasi tidak cukup password dan Wajah harus ada whattapps. sangat merepotkan jika kartu sudah hilang atau hangus",5
kecewa sama dompet digital dana padahal sudah lama jadi member sudah banyak transaksi tapi ga kebagian keunggulan dan fitur dari dana seperti dana cicil dan event menarik yang lain nya ga pernah dapat cashback apapun apalagi hadiah saldo .,1
mohon pihak dana. ke amanan nya lebih di tingkat kan lah. contoh ketika mau bikin lupa pin. mintak otp atau pake wajah. supaya tidak mudah orang bikin lupa pin. terkadang hp hilang. krn dana gk keluar jd orang bisa langsung akses. dan bikin lupa pin. dan setiap transaksi. dr barkode juga harus pake pin atau wajah. terimakasih.,3
01/03/2026 Makin kacau ni aplikasi masa setiap 1 jam ga dibuka selalu stak logo dan harus install ulang terus. Kemarin kemarin udh mendingan skrng kambuhnya yg lebih parah. CS nya AI malah ga nyambung kalo komplen. Auto pindah ke Gopay,1
"menggunakan dana tidak aman,,uang hilang tidak bisa kembali,,padahal saya tidak melakukan transaksi apapun,,tidak memasukkan pin pembayaran dan tidak menerima kode otp,,tiba tiba ada notifikasi pembayaran pulsa berhasil,,jaaaannnncccuuuukkkkk",1
data dan pin saya di retas di apk ini. padahal saya gak pernah kasih pin tau apa pun ke orng terdekat dan di bank atau pun di walet yg lain masih aman2 aja sama2 ada tuh saldonya. di retasnya dari china lagi. saya gak aman pake aplikasi ini.,1
setiap 3hari sekali apk tidak bisa login .harus di hapus dan di instal ulang .walau sdh di bersihkan sampah nya ttp tidak bisa .akhir nya sllu uninstal lalu instal ulang .bgtu status nya sdh 3 bln ini ..😎😎,3
Tidak berlangganan dan tidak bertransaksi tiba tiba saldo terpotong Rp 20.999 setiap minggu sekali sampai satu bulan. bagaimana kalau tidak buka aplikasi dana bisa habis saldo saya aplikasi ini tidak recommended untuk simpan uang DANA aplikasi sampah kembalikan saldo saya😡,1
"ko akhir akhir ini dana ga jelas ya,kenapa suka ada saldo yang hilang tiba tiba ,pas di riwayat baru keliatan aktivitas pembayaran ny,padahal kan biasanya kalo emng mau melakukan pembayaran harus pakai password dlu pin ,ini mah nggak ,malah langsung d transaksiin tanpa diketahui saya trus kalo udh gini syp coba yg salah jadinya,buat apa d suruh bikin pin kalo kaya gitu aja sering trjadi",2
"kalau bikin program Hadiah jangan bohong dong.. udah ngumpulin poin banyak tapi gak bisa dituker alasan stok habis.. Penipuan Publik ini namanya, hapus aja program kalian.. buat kalian jangan di upgrade ke premium Reward, dari pada nyesel nanti !",1
"saya sudah upgrade ke premium dan sudah bayar Rp. 5000, malah ujung²nya gagal dan harus coba lagi, kalau 10x gagal berarti 50rb, wah betul² dana ini sudah mulai pemerasan, masa iya kalau gagal dana tidak dapat dikembalikan. padahal data yang sudah saya berikan sudah lengkap. tolong kondisikan aturan kalian yang sepertinya memaksa sekali harus dibayar. apa aplikasi dana sudah mulai bangkrut kah.?",5
"saya mengunakan apl ini waktu saya mau tarik dana, dana saya tiba tiba di blokir katanya ada penguna lain yang mengunakan terus waktu aktif kembali uang saya hilang semua padahal saldonya cukup banyak. habis itu saya sempat top up 2× dan hilang semua ini bagai mana pertangung jawabanya",1
"kecewa sekali . . . tdk pernah ada tunggakan tagihan apapun di dana, dana cicil br pertama pakai ada limit 200k tp tdk bs digunakan. bolak balik konsul ke cs tetap tdk ada solusi . . . apa guna ada dana cicil kl tdk bs dipakai waktu terdesak, malah disuruh transaksi pakai yg lain . . .",1
halo ka mengatasi limit dana cicil saya ko tiba2 hilang gara2 ganti email baru. tolong solusi akun saya di perbaiki dana cicil ya dulu bisa di pake sekarang tidak bisa di pake dan saya coba tes beli pulsa selalu pulsa tidak tersedia. sengkan fitur cicilan buat beli pulansa sudah tersedia. tolong di perbarui akun saya. tolong di respon.,5
"min tolong untuk verifikasi wajahnya di perbaiki,krn hp posisi ngga bisa kamera depannya,jd gmn bisa login klw kamera depan rusak? tolong sediakan opsi untuk bisa gunakan kamera belakang jg atau pakai opsi lain lah",4
"bertahun tahun pake dana tapi belakangan ini dibuat emosi bgt sama dana skrg susah buat login, udah hapus chace udah update gabisa login, sekalinya bisa langsung keluar dari aplikasi sendiri. nasib uangnya yang ada didana gimana dong kalau gabisa login gini????",1
"mohon bantuan akses nya min, saya login dengan nomer hp, password dan verifikasi wajah saya. data sesuai ktp masih tetap ga bisa login. ada saldo di rekening saya. tapi pihak dana bener bener aneh. sampai sudah verifikasi wajah juga ttp ga bisalogin. mohon kerjasamanya. saya pakai dana udh lama bngt.. baru inj dana saya susah log in",5
"Sudah 3 bulan setelah saya melunasi angsuran DANA CICIL sampai sekarang DANA CICIL nya tidak bisa digunakan lagi , Setiap hari lapor tapi disuruh ke custumere care ,layanan pelanggan, diana , muter2 di situ aja ,,nggk ada kejelasan masalah nya..makasih",3
"Lama-lama aplikasi nya tdk bagus ,Dana cicil tidak bs di gunakan , aktifitas tdk bs di lihat ,chat pengaduan pun sdh tdk ada ,tdk bs jg melihat proteksi/aktifitas proteksi ??? jadi semakin tdk nyaman menggunakan nya",2
"tolong banget dana di bikin bisa top up ke e-money seperti shopee pay tanpa harus premium dulu😭🙏 biar enak kalau mau belanja di shopee dan lagi gk punya cash atau kehabisan shopee pay, bisa isi lewat dana tanpa harus premium. tolong di pertimbangkan ya, pihak dana😭🙏",5
"sangat mengecewakan ada event NGABUBURICH suruh ngumpulin Points pas di tuker habis kirain gak di Bates, percuma ngumpulin Points buat apa kalau semua nya habis gak bisa di tuker rugi banget .. Unlimited dong jangan di batas gitu hadiah nya pelit amat...RUGI SAYA !!!!",1
apakah event terbaru dana point adalah penipuan? saya mencoba menukarkan hadiah malah habis stock semua padahal sinyal bagus dan selalu tepat waktu menunggu reset waktu tiba. dan juga CS nya adalah AI jadi malas minta bantuan di apknya.,1
"pemindaian wajah sering eror, saya merasa tidak pernah mengaktifkan fitur dana fizz ketika ingin menonaktifkan fungsi tersebut harus menggunakan pemindai wajah setelah di pindai selalu terjadi gagal mengidentifikasi wajah tolong perbaiki. saran untuk fitur dana fizz menonaktifkan bisa melalui sandi saja",2
"Saya pengguna DANA terbilang lama, baru kali ini kecewa dan ga pernah sekecewa ini. 2x saya kecewa, yg pertama krn sudah jam 23.00, yg 1 saya pembelian melalui MyTelkomsel pembayarannya melalui DANA, sampai sekarang ga ada info apapun, dari My Telkomsel pembelian gagal, tapi dari DANA berhasil. Saya minta penjelasan yang balas Assistant AI nya, tolong lah yang kaya gini tuh pake MANUSIA SEBAGAI CUSTOMER SERVICE. Saya kebingungan mau ngadu kemana, yang menghadapi saya nya AI😤😤😤",1
"halo min, saya mau sampaikan .. Disni sudah beberapa kali saya isi saldo tp kenapa tidak masuk ke dompet dana saya ya? sudah 3-4 x saya coba isi saldo tp tetep tidak masuk, sementara laporan suda terkirim .. tolong dong infonya",3
"bagus sih bagus ya, cuman tuh skrg ak ad kendala sm perangkat yg tautan nya ada di hp, itu kan kalo mau dikeluarin eprangkat nya harus scan muka, ak dah scan muka berkali kali ttp aja gabisa, udh minta diana ttp juga gbs",2
"hari ini Saya sangat kecewa dengan aplikasi Dana dimna saya sudah lama berhenti berlangganan capcut dan tidak ada pembayaran yang terpotong otomatis, tapi yang bikin aku heran kenapa di tanggal 9/3/2026 tiba tiba ada pembayaran capcut di aplikasi Dana sebesar 114500 padahal saya sudah lama berhenti berlangganan, dan tidak pernah ada kejadian seperti ini, komplain ke cs katanya pembayaran yang sudah berhasil tidak bisa di batalkan, padahal saya tidak melakukan pembayaran apa apa, kan anehh 😡",1
"ga pernah sekecewa ini sama pelayanan dana tiba"" saldo aku ilang 720 rb kesedot akun apple sedangkan semua sambungan sudah aku putus sejak sudah g pke apple hanya jeda 2 menit langsung ke tarik dr uang masuk,sudah hubungin call center tp tidak membantu sama sekali,kecewa pokoknya setidaknya sebagai pihak kedua harusnya bisa membantu tp ini malah hanya mengarahkan ke apple padahal sudah di jelaskan bahwa dia apple pun sudah tidak bisa log in.",1
"ini gw kasi turun lagi bintangnya soalnya event ngabuburit yang di suruh kumpulin koin, koinnya nggak bisa di tukar padahal udah klaim sesuai jam pas tapi ttp aja nggak bisa udah lelah"" di kumpulin sampe pake uang tabungan buat update ke premier biar lbih cpt dpat koin eh malah nggak bisa di tukar. minimal untuk developer klo mau bikin itu yang bener jangan nggak di kasialah dibikin atau nggak cara buat klaimnya di jelasin bintang 2 gw kasi buat event tapi nggak dapat benefit apa""",2
belakangan banyak bug pas mau bayar pakai qris gak bisa yg jaringan bermasalah lah yg fitur ini sedang dalam perbaikan lah pas mau bayar sesuatu pakai dana juga gitu tolong ya buat developer di tingkat kan lagi kinerja dana dan perbaiki bug nya,2
"aplikasi tidak aman, sering banget kecolongan di dana. karena login memang semudah itu, bahkan bisa dimanipulasi dengan lupa sandi tanpa verivikasi. parah sih, udahlah nggak mau pakai lagi, trauma.",1
"kak bisa bantu gk, saya mau login dana tapi selalu minta kode otp ke email lama.. masalahnya email lama ke hapus sama anak saya, jadi gak bisa login lagi.. mau ganti email lamanya aja, nomor hp masih di pakai..",1
"hai DANA saya ingin melaporkan Maslah di mana saya hanya bisa menggunakan uang yang saya miliki sebesar Rp10.000,sedangkan masih ada uang pada DANA saya , sehingga tidak dapat di gunakan, sedangkan ketika saya tanya kepada sistem asisten DIANA maksimal penggunaan dan pengeluaran DANA maksimal Rp2.000.000 per bulan. Saya berharap masalah ini dapat di perbaiki TERIMA KASIH",5
kecewa bangett sama apk dana skrng.tiba² hilang sendiri saldo padahal sy tidak melakukan transaksi TPI kebayar sendiri!!! padahal susah premium tolong dibenarkan lagi!!! krna banyak yang berfikir apk ini tipuan,1
"event ngabuburich nya bohongan/scam jir, masa open event nya jam 10.00, saat itu pula barangnya langsung sudah tertera habis. lucu sekelas dana tapi bohongin pengguna. ikut premium dengan harapan dapat poin banyak malah event nya kayak gtuh, balikin uang nya lah.",1
aplikasinya emang sangat membantu terutama bagi saya yang belum membuat kartu penyimpanan bank tapi membutuhkan transfer kendala saya selama menggunakan dana adalah sering uang saya dari dana mengurang tidak jelas mohon pihak dana klasifikasinya kenapa bisa begitu,1
saya sangat kecewa beberapa kali ganti pin selanjutnya tidak bisa diproses sama sekali apalagi uang saya kirim ke dana ada mencurigakan pada hp sehingga hilang uang saya Rp 65000. sedangkan pengguna hp yang lain langsung aman dan lancar.,1
2x saya melakukan transaksi tf ke bank transaksi BERHASIL no.rek dan An penerima sudah benar tapi di rekening penerima transaksi tidak ada saldo sudah terpotong tapi di rekening penerima tidak ada masuk transaksi kalau kayak gini gimana ya,1
"tolong dong saya merasa kecewa aplikasi ini memotong saldo saya secara otomatis padahal saya tidak berlangganan, saya capek capek kumpulin uang tiba tiba waktu cek malah kepotong, udah gitu gak bisa di refund",1
"biasanya masukin kode sama verifikasi wajah udah masuk ke akun, lah sekarang ada kode otp sedangkan nomer yang saya gunakan sudah tidak aktif, mana didalam ada saldo 1 jt lebih. kek mana ini aplikasi dana.",1
Kok apk DANA selalu susah untuk login tuh kenapa ya apalagi di HP saya awal unduh tuh bisa login tapi setelah beberapa lama atau menitnya atau harinya tuh mau login lagi gak bisa udah itu nunggu lama kadang keluar sendiri tolonglah diperbaiki apknya biar lebih bagus lagi kedepannya kalau kayak gitu lagi dan berlaku ke semua pengguna ya ada apk DANA tak akan laku lagi dan juga pindah ke apk lain mohon perbaikinya ya dengan apk DANA ini terima kasih. (Maaf saya kasih bintang 1 dulu),1
"kocak banget,, udah bayar upgrade untuk ngumpulin dana point ngabuburich, tp pint udah banyak gc bisa dituker hadiah.. ditulis hadiah habis coba pukul 10pagi.. setiap jam 10 kurang sudah standby dan jam 10 saya coba klaim hadiah sudah habis.. pembodohan penipuan.. padahal sudah bayar kita",1
tolong di-upgrade lagi masalah dana bisnis yang selalu diproses ini masukan dari saya karena saya udah sering terlalu lama prosesnya kalau terlalu padat tolong tambahkan karyawannya jadi biar lebih banyak lagi peminat dana,3
"uda saya dm lewat ig gda respon nya sama sekali ada si, responnya pun seperti itu pas saya bls lgi ga dibls lgi gda solusinya sama sekali, chat ke wa lebi parah ga direspon sama sekali, tolong kedepannya diperbaiki min. uangpun sampe skrg ga kembali terakhir gunain dana sabtu mohon maaf min kapok uang saya uda 2 kali seperti itu gda kembali'nya smpe skrg mana nominal cukup besar kan lumayan🙏🙏🙏",1
aplikasi tidak bertanggung jawab.main potong saldo seenaknya tanpa pemberitahuan dulu.dan dana tidak dapat di kembalikan.menjaga uang kecil saja tidak bisa.bagaimana uang besar.ini bukan tentang nominal .tapi tentang tidak becusnya aplikasi menjaga kepercayaan yang sudah di berikan.,1
"aplikasi nya baguss,apalgi pas event ngabuburit ini,tapi sering gak kebagian padahal udah pas jam 10,tetep aja udah habis smua reward nya.tolong dong min dibatasin hadiah yang bisa di dapat tiap akun,biar guna juga ini point yang kekumpul.",2
"ga bagus transaksi nya suka ada scan wajah, padahal udah ngikutin syarat nya, pencahayaan nya kurang lah wajah ga pas bingkai lah, tolong lah developer ini bikin kesusahan transaksi udah mah minta bantuan ke asisten dana(Diana) ga bener juga bantuannya, malah kemana mana di tanya nya",3
"Payah Transaksi riwayat sukses dari tahun ke Tahun' Ilang GK lengkap cuma ada tgl dan harga saja Id"" ilang.... padahal cara jalan cara mengembalikan akun saya 1"" nya itu tapi udah ilang riwayat nya transaksi game payahhh Danaa Tambah males pake Dana",1
"Baru aja ganti nomor. disuruh pemindahan akun dan nunggu sehari. tpi ga bisa juga sampe sekarang upgrade ke dana premium. udah berkali-kali tetep ga bisa. DIANA ga pernah kasih solusi, cuma disuruh ngomong ada kendala apa, dan di suruh nunggu. aduhh, sekelas aplikasi terkenal kayak gini masa kinerja karyawannya lelet sekali.",1
"cs nya terlalu kaku, chat diana juga kaga dapat jawaban yang memuaskan, top up atau transfer masuk nya lama, seharusnya itu harus diperbaiki, niatan mau konsultasi malah disuruh chat cs e-wallet lain buat mempercepat. KAN KOCAK",1
"tolong dong saya mau login ke akun dana saya yang sudah tidak aktif , biasa nya cuman melakukan verifikasi wajah sudah bisa login ini ko harus ada pin dan kode otp segala kan nomer telfon nya sudah tidak aktif , klo kaya gini susah buat login padahal itu sangat membatu klo kehilangan hp dan sebagai nya",1
"eh tolong dong kalo ngasih event beri keterangan yang pasti,ngasih event tanpa keterangan pas mau nukerin hadiahnya habis semuaa buat apa ngasih event kalo gitu mana buat premiumkan pakek dana 3k nominal nya emang kecil tapi itu sama sajaa buang buang uang buat hal ga berguna rating 1",1
keamanan nya kurang saya sudah ganti sandi berkali kali orang masih bisa login. padahal semua perangkat sudah di keluarin. sudah 3 kali saya kehilangan duit di dana orang bisa login. untuk kedepan nya perketat ke amanan jangan mudah ganti sandi. harus ada verifikasi wajah kalau ga nomor.,1
"gak jelas nih aplikasi ,jaringan bagus ,tapi koneksi terputus,udah nyoba sesuai kata gogle sama diana, masih aja koneksi internet terputus ,udah mending ganti aja ke gopay gak recommend pake dana ,gak ush banyak update kalo masih eror kaya gitu ,gopay aja gak ada kuota masih bisa pakek ,dana sialan gw tunggu respon lu",1
"Yth. PT.  Espay Debit Indonesia Koe Maaf sebelumnya, saya sudah clear chace n memang hp saya bukan yg bagus or terbaru... Tp kn mesti ny setelah di upgrade, aplikasi ny tambah bagus... Agar semua kalangan masyarakat dr bawah sampai atas bs menikmati dgn baik... Agar PT.  Espay Debit Indonesia Koe lebih di minati n bs lebih di sukai oleh seluruh kalangan masyarakat indonesia dr bawah sampai atas",3
"kenapa event ngabuburit dana buat tukarin poin malahan cepat amat habisnya,,, padahal udah sesuai jam llmalah gak dapat katanya udah habis,, gimana sih gak paham aku hadehh,,, kalo memang gak bisa dapat beneran gak usah deh buat hadiah kayak gitu,,, mohon penjelasannya biar nanti aku dapat pencerahan biar gak salah paham",1
"privasi dan keamanan msh tdk bisa di percaya karena tnpa persetujuan tanpa pin dan verifikasi bisa melakukan transaksi pembayaran begitu mudahnya, dan bantuan costumer service nya sangat tdk membantu dalam permasalahan.. sangat buruk",5
"Gak paham saya bener2... ingat ya kata2 saya, saya tidak pernah ajukan dana cicil tapi tiba-tiba saya di kasih cicil baru pake sekali dan tidak ada tagihan terlambat sama sekali langsung saya lunasi ee malah pas mau pake gak bisa pake,lalu itu cs pas di tanyak masalah dan kesalahan apa yg sudah saya buat yg mengakibatkan saya tidak bisa pake dana cicil jawaban nya kalau gak bisa pake dana cicil pake aja pembayaran yang laen pak... kan enteng bener jawabnya, gpain lu jd cs di kolom bantuan klw gt",1
"mau nanya ni. kenapa jaringan selalu dibilang jelek? padahal.. ku pake jaringan buat nonton tiktok, ig, atau berbagai sosmed aman aja.. tapi giliran ke dana yaampun.. minta tolong banget kesusahan mau bayar.. harus pake wifi dirumah supaya bisa bayar. tolong diperbaiki",3
min tolong dong kalo ngasih hadiah tuh no batas.. masa poin banyak tapi penukaran sudah habis.. gimana sih.. gamau rugi amat ngasih hadiah kepada penggunanya tapi di batasi.. mana tuker pake poin kan sama aja ituh kerja setiap hari check in.. udh poin banyak malah penukaran hadiah habis.. mending yang habis 1 mah semuanya.. tolong dong ngasih hadiah gausah di batasi,5
Kenapa akun ku ngak bisa d isi saldo tolonglah jangan d bikin susah aku orang yg sangat membutuhkan aplikasi ini karena sangat membantu internal Saya dan trimksih atas bantuannya.,5
"baru pakai dana 2 bulan lancar2 aja. tapi ini kenapa 3 hari ini gak bisa bikin dana kaget. seru padahal lowh bagi-,bagi daget . sayang banget. padahl jaringan bagus. buat download vidio juga lancar2 aja. kenapa ya",5
"awal nya terpercaya banget pake dana,eh kemaren ada tawaran dana point trus ditukar disetiap Jumat jam 10,point saya sudah 7000 tpi setiap mau ditukar selalu tulisan hadiah habis smpe² rela tepat dijam 10 nunggu in ehh gk bsaa jugaa percuma diupgrade",2
Min kok akun dana saya nggak bisa dibuka siii ???? verivikasi wajah udah beribu-ribu kali tapi nggak bisa masuk-masuk . pin / verivikasi wajah udah benar tapi Masi mnta kode otp lagi . apasiii susah bnget skrng mau masuk ke akun DANA,3
"apk gajelas. udh berhasil masuk akun dana tiba² akun ditangguhkan. padahal gapernah langgar syarat ketentuan apapun di dana, udh gitu saldo 1.5jt masih ada di akun itu. dan sampe skrg msh di tangguhkan, udh coba hubungi cs & kirim laporan lwt email ttp gitu² aja.. pihak dana kek gd usahanya untuk tangani masalah ini. buat tmn² yg mau nyimpen uang di dana hati² aja, mending simpan uang di bank aman",1
"minn, kenapa pas aku mau top up game ada pemberitahuan ""DANA menolak pembayaran karena jumlahnya melebihi batas transaksi"" padahal saldo nya cukup? tolong bngt ini minn",4
"apl ini sungguh luar biasa buat nabung dan tarik atau buat transfer uang,lebih cepat dan mudah terima kasih apl ini sangat membatu untuk semua kalangan,dari seorang buruh,pegawai,pengusaha dan pedagang,dan dua harap di kedepan nya untuk perbaikan lagi agar lebih mudah dan cepat",5
